book_id,search_key,book_title,book_subtitle,book_authors,book_publisher,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year
KTnezQEACAAJ,history,Ancient History-Based Writing Lessons [Student Book] (Sixth Edition),,Lori Verstegen,,,"1623413443, 9781623413446",False,False,,,en,,,,IN,NOT_FOR_SALE,False,,,,,,2021
e8BODwAAQBAJ,history,Border Districts,A Fiction,Gerald Murnane,,"""[A] man moves from a capital city to a remote town in the border country, where he intends to spend the last years of his life. It is time, he thinks, to review the spoils of a lifetime of seeing, a lifetime of reading. Which sights, which people, which books, fictional characters, turns of phrase, and lines of verse will survive into the twilight? A dark-haired woman with a wistful expression? An ancestral house in the grasslands? The colors in translucent panes of glass, in marbles and goldfish and racing silks? Feeling an increasing urgency to put his mental landscape in order, the man sets to work cataloging this treasure, little knowing where his 'report' will lead and what secrets will be brought to light""--Amazon.com.","9780374115753, 0374115753",False,False,145,Fiction,en,http://books.google.com/books/content?id=e8BODwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
c9shMX7HLY0C,history,A Brief History of Everything,,Ken Wilber,Shambhala Publications,"Told in an accessible and entertaining question-and-answer format, this account examines the course of evolution as the unfolding manifestation of Spirit, from matter to life to mind, including the higher stages of spiritual development where Spirit becomes conscious of itself.","9781590304501, 1590304500",True,True,578,"Body, Mind & Spirit",en,http://books.google.com/books/content?id=c9shMX7HLY0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2,4.5,IN,NOT_FOR_SALE,False,,,,,,2007
nr6rEAAAQBAJ,history,St James's Palace,From Leper Hospital to Royal Court,"Rufus Bird, Simon Thurley, Michael Turner",Yale University Press,"The first modern history of St James's Palace, shedding light on a remarkable building at the heart of the history of the British monarchy that remains by far the least known of the royal residences In this first modern history of St James's Palace, the authors shed new light on a remarkable building that, despite serving as the official residence of the British monarchy from 1698 to 1837, is by far the least known of the royal residences. The book explores the role of the palace as home to the heir to the throne before 1714, its impact on the development of London and the West end during the late Stuart period, and how, following the fire at the palace of Whitehall, St James's became the principal seat of the British monarchy in 1698. The arrangement and display of the paintings and furnishings making up the Royal Collection at St James's is chronicled as the book follows the fortunes of the palace through the Victorian and Edwardian periods up to the present day. Specially commissioned maps, phased plans, and digital reconstructions of the palace at key moments in its development accompany a rich array of historical drawings, watercolors, photographs, and plans. The book includes a foreword by His Royal Highness The Prince of Wales. Published in association with Royal Collection Trust","9780300267464, 0300267460",False,True,290,History,en,http://books.google.com/books/content?id=nr6rEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2022
zrYmCwAAQBAJ,history,A Short History of the World,,H.G. Wells,Xist Publishing,"From his perspective in 1922, H.G. Wells wrote a ""Short History of the World."" This straightforward look at the world's timeline, from the first appearance of humans to the reconstruction after World War I is an engaging and concise adventure story that also happens to be true. Xist Publishing is a digital-first publisher. Xist Publishing creates books for the touchscreen generation and is dedicated to helping everyone develop a lifetime love of reading, no matter what form it takes.","9781623958008, 1623958008",True,True,425,History,en,http://books.google.com/books/content?id=zrYmCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,201.42,INR,140.99,INR,https://play.google.com/store/books/details?id=zrYmCwAAQBAJ&rdid=book-zrYmCwAAQBAJ&rdot=1&source=gbs_api,2015
mdRkDwAAQBAJ,history,Salt On Your Tongue,Women and the Sea,Charlotte Runcie,Canongate Books,"'An ode to the ocean, and the generations of women drawn to the waves or left waiting on the shore' Guardian In Salt On Your Tongue, Charlotte Runcie explores what the sea means to us, and particularly what it has meant to women through the ages. In mesmerising prose, she explores how the sea has inspired, fascinated and terrified us, and how she herself fell in love with the deep blue. This book is a walk on the beach with Turner, with Shakespeare, with the Romantic Poets and shanty-singers. It’s an ode to our oceans – to the sailors who brave their treacherous waters, to the women who lost their loved ones to the waves, to the creatures that dwell in their depths, to beachcombers, swimmers, seabirds and mermaids. Navigating through ancient Greek myths, poetry, shipwrecks and Scottish folktales, Salt On Your Tongue is about how the wild untameable waves can help us understand what it means to be human.","9781786891204, 1786891204",True,True,321,Biography & Autobiography,en,http://books.google.com/books/content?id=mdRkDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,973.5,INR,486.75,INR,https://play.google.com/store/books/details?id=mdRkDwAAQBAJ&rdid=book-mdRkDwAAQBAJ&rdot=1&source=gbs_api,2019
8sNHEAAAQBAJ,history,Rowdy,,Christopher Madsen,eBook Partnership,"When Christopher Madsen made the snap decision-perhaps a rash decision-to buy and renovate the famous 1916 racing yacht for which this story is named, he could scarcely have imagined the consequences that were to follow. During the renovation Madsen's investigation of the original owner, New York senator Holland Sackett Duell, uncovered a remarkable true life 1920s adventure and love story; one which fully brings to life the era and flair of Gatsby and Hemmingway yet, by contrast, Rowdy is completely true, historically significant and meticulously documented in support of the authenticity. The reader first walks in Duell's footsteps as he departs New York in 1918 to participate in the Great War (the most detailed accounting ever written on New York's 306th Field Artillery, 77th Division). Highly decorated upon return, the adventure continues as Duell is immersed in politics at the highest level, the birth of Hollywood, sailing competitions with some of the richest men in America, fortunes and mansions and love affairs as well as scandalous affairs. A newly unearthed gem in American history, Rowdy will enjoyably transport the reader back in time to the Golden Age of Yachting-AND EVER SO MUCH MORE!A multi-award winning story and a beautiful coffee table book; 8 A1/2 X 11 hardcover with the look of worn, vintage leather, gold leaf stamping, rounded spine woven burgundy book mark. Full reviews, sample pages, awards etc., at http://www.rowdystory.com","9780996026017, 0996026010",True,True,554,Biography & Autobiography,en,http://books.google.com/books/content?id=8sNHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,963.77,INR,481.88,INR,https://play.google.com/store/books/details?id=8sNHEAAAQBAJ&rdid=book-8sNHEAAAQBAJ&rdot=1&source=gbs_api,2015
_-B1EAAAQBAJ,history,History by HBO,Televising the American Past,Rebecca Weeks,University Press of Kentucky,"The television industry is changing, and with it, the small screen's potential to engage in debate and present valuable representations of American history. Founded in 1972, HBO has been at the forefront of these changes, leading the way for many network, cable, and streaming services into the ""post-network"" era. Despite this, most scholarship has been dedicated to analyzing historical feature films and documentary films, leaving TV and the long-form drama hungry for coverage. In History by HBO: Televising the American Past, Rebecca Weeks fills the gap in this area of media studies and defends the historiographic power of long-form dramas. By focusing on this change and its effects, History by HBO outlines how history is crafted on television and the diverse forms it can take. Weeks examines the capabilities of the long-form serial for engaging with historical stories, insisting that the shift away from the network model and toward narrowcasting has enabled challenging histories to thrive in home settings. As an examination of HBO's unique structure for producing quality historical dramas, Weeks provides four case studies of HBO series set during different periods of United States history: Band of Brothers (2001), Deadwood (2004–2007), Boardwalk Empire (2012–2014), and Treme (2010–2013). In each case, HBO's lack of advertiser influence, commitment to creative freedom, and generous budgets continue to draw and retain talent who want to tell historical stories. Balancing historical and film theories in her assessment of the roles of mise-en–scène, characterization, narrative complexity, and sound in the production of effective historical dramas, Weeks' evaluation acts as an ode to the most recent Golden Age of TV, as well as a critical look at the relationship between entertainment media and collective memory.","9780813195315, 0813195314",True,True,300,Performing Arts,en,http://books.google.com/books/content?id=_-B1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,3539.82,INR,3539.82,INR,https://play.google.com/store/books/details?id=_-B1EAAAQBAJ&rdid=book-_-B1EAAAQBAJ&rdot=1&source=gbs_api,2022
WpZEEAAAQBAJ,history,Comprehending Antisemitism through the Ages: A Historical Perspective,,"Armin Lange, Kerstin Mayerhofer, Dina Porat, Lawrence H. Schiffman",Walter de Gruyter GmbH & Co KG,"This volume traces the history of antisemitism from antiquity through contemporary manifestations of the discrimination of Jews. It documents the religious, sociological, political and economic contexts in which antisemitism thrived and thrives and shows how such circumstances served as support and reinforcement for a curtailment of the Jews’ social status. The volume sheds light on historical processes of discrimination and identifies them as a key factor in the contemporary and future fight against antisemitism.","9783110672046, 3110672049",True,True,332,History,en,http://books.google.com/books/content?id=WpZEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,0,INR,0,INR,https://play.google.com/store/books/details?id=WpZEEAAAQBAJ&rdid=book-WpZEEAAAQBAJ&rdot=1&source=gbs_api,2021
dBF0EAAAQBAJ,history,"The Circle of Knowledge: A Classified, Simplified, Visualized Book of Answers",,Various,DigiCat,"The Circle of Knowledge is an informative book that was designed in 1917, to be both inspiring and entertaining. The book represents the modern, progressive spirit which fits that time, in its forms of expression and its editorship. The purpose of this work is to answer the why, who, what, when, where, how of the wide majority of curious minds, both young and adult, and encourage them to raise further questions. Special measures were taken in creating this work to isolate essentials from non-essentials; to differentiate human interest subjects of universal significance from those of little concern; to deliver living truths instead of dead vocabulary; and finally, to bring the whole within the knowledge of the intermediate reader, without regard to age, in an acceptable and exciting form. The use of visual outlines and tables; maps, drawings, and diagrams; the illustrated works of great painters, sculptors, and architects all are used to give the reader the valuable and cultural knowledge of past and present.",EAN:8596547035961,True,True,2130,Fiction,en,http://books.google.com/books/content?id=dBF0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2022
MHvDEAAAQBAJ,history,Herbert E. Bolton and the Historiography of the Americas,,Russell Magnaghi,Bloomsbury Publishing USA,"The comparative approach to the understanding of history is increasingly popular today. This study details the evolution of comparative history by examining the career of a pioneer in this area, Herbert E. Bolton, who popularized the notion that hemispheric history should be considered from pole to pole. Bolton traced the study of the history of the Americas back to 16th century European accounts of efforts to bring civilization to the New World, and he argued that only within this larger context could the histories of individual nations be understood. After American entry into the Spanish-American War in 1898, historians such as Bolton promoted the idea of comparative history, and it remains to this day a significant historiographical approach. Consideration of the history of the Americas as a whole dates back to 16th century European treatises on the New World. Chapter one of this study provides an overview of pre-Bolton formulations of such history. In chapter two one sees the forces that shaped Bolton's thinking and brought about the development of the concept. Chapters three and four focus upon the evolution of the approach through Bolton's history course at the University of California at Berkeley and the reception of the concept among Bolton's contemporaries. Unfortunately, Bolton never fully developed the theoretical side of his arguement; thus, chapter five chronicles the decline of his ideas after his death. The final chapter reveals the survival of the concept, which is now embraced by a new generation of historians who are largely unfamiliar with Bolton's instrumental role in the promotion of comparative history.","9780313031762, 0313031762",False,True,238,History,en,http://books.google.com/books/content?id=MHvDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,7105,INR,7105,INR,https://play.google.com/store/books/details?id=MHvDEAAAQBAJ&rdid=book-MHvDEAAAQBAJ&rdot=1&source=gbs_api,1998
yxOBCgAAQBAJ,history,War and Conflict Quotations,"A Worldwide Dictionary of Pronouncements from Military Leaders, Politicians, Philosophers, Writers and Others","Michael C. Thomsett, Jean Freestone Thomsett",McFarland,"History is replete with pronouncements on war. Some reflect on man’s warlike nature (“We are quick to flare up, we races of men on the earth”—Homer); others deal with the practical strategies of the combatants (“If Hitler invaded hell I would make at least a favorable reference to the devil in the House of Commons”—Winston Churchill); and still others offer advice for avoiding conflict (“The most disadvantageous peace is better than the most just war”—Desiderius Erasmus). More than 2,700 quotations on war and conflict are presented in this reference work. The quotations are arranged by more than 100 broad categories, from action to winning. For each, the quotation is first given, followed by its author, the work in which it appeared (when appropriate), and the date. The book includes numerous cross-references, and keyword-in-context and author indexes are provided for further utility.","9781476611488, 1476611483",False,True,303,History,en,http://books.google.com/books/content?id=yxOBCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2015
FJKbBgAAQBAJ,history,The Science Book,Big Ideas Simply Explained,DK,Dorling Kindersley Ltd,"Did the Universe start with a Big Bang? Is light a wave, a particle - or both? Are we the cause of global warming? Science has made it possible to comprehend the world we live in and the theoretical multiverses beyond, offering technological advances and extending the frontiers of knowledge. Written in plain English, The Science Book presents 80 of the most trailblazing ideas in physics, chemistry, and biology. It is packed with short, pithy explanations that cut through the jargon, step-by-step diagrams that untangle knotty theories, classic quotes that make scientific discoveries memorable, and witty illustrations that enhance and play with our understanding of science. Whatever your grasp of the subject, whether you're a keen student or an armchair expert, you'll find plenty to stimulate you within this book. Part of the popular ""Big Ideas"" series, The Science Book is the perfect way to explore this fascinating subject.","9780241202364, 0241202361",True,True,716,Science,en,http://books.google.com/books/content?id=FJKbBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,2143.02,INR,2143.02,INR,https://play.google.com/store/books/details?id=FJKbBgAAQBAJ&rdid=book-FJKbBgAAQBAJ&rdot=1&source=gbs_api,2015
bBXLCQAAQBAJ,history,The Penguin History of Early India,From the Origins to AD 1300,Romila Thapar,Penguin UK,"WINNER OF THE KLUGE PRIZE FOR LIFETIME ACHIEVEMENT 2008 Early India—a complete rewrite of Romila Thapar’s A History of India (Volume 1)—brings to life thousands of years of India’s precolonial history: its prehistoric beginnings; the great cities of the Indus civilization; the emergence of mighty dynasties such as the Mauryas, Guptas and Cholas; the teachings of the Buddha; the creation of the Mahabharata and the Ramayana; and the evolution of regional cultures. In exploring subjects as diverse as marriage, class, art, erotica and astronomy, Thapar provides an incomparably vivid and nuanced picture of India, creating a rich mosaic of diverse kingdoms, landscapes, languages and beliefs.","9789352141180, 9352141180",True,False,740,Literary Collections,en,http://books.google.com/books/content?id=bBXLCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,339,INR,237.3,INR,https://play.google.com/store/books/details?id=bBXLCQAAQBAJ&rdid=book-bBXLCQAAQBAJ&rdot=1&source=gbs_api,2015
9QVDDQAAQBAJ,history,A Law of Peoples for Recognizing States,"On Rawls, the Social Contract, and Membership in the International Community",Chris Naticchia,Lexington Books,"Which political entities should the international community recognize as member states—granting them the rights and powers of statehood and entitling them to participate in formulating, adjudicating, and implementing international law? What criteria should it use, and are those criteria defensible? From Kosovo, Palestine, and Taiwan to South Sudan, Scotland, South Ossetia, Abkhazia, and Catalonia, these questions continuously arise and constantly challenge the international community for a consistent, principled stance. In response to this challenge, Chris Naticchia offers a social contract argument for a theory of international recognition—a normative theory of the criteria that states and international bodies should use to recognize political entities as member states of the international community. Regardless of whether political entities adequately respect human rights or practice democracy, he argues, we must recognize a critical mass of them to get international institutions working. Then we should recognize secessionist entities that suffer from persistent, grave, and widespread human rights abuses by their government—and, under certain conditions, minority nations within multinational states that seek independence. We must also recognize entities whose recognition would contribute to the economic development of the least well-off entities. Drawing on the social contract tradition, and developing a broadly Rawlsian view, A Law of Peoples for Recognizing States will both challenge and appeal to a broad readership in political philosophy, international law, and international relations.","9781498526142, 1498526144",True,True,295,Philosophy,en,http://books.google.com/books/content?id=9QVDDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,11782.55,INR,11782.55,INR,https://play.google.com/store/books/details?id=9QVDDQAAQBAJ&rdid=book-9QVDDQAAQBAJ&rdot=1&source=gbs_api,2016
RWkq_ZhsB20C,history,World History For Dummies,,Peter Haugen,John Wiley & Sons,"Now updated! Your personal tour guide to the history of the world Want to know more about global history? This concise guide explains in clear detail all the major players and events that have made the world what it is today. Covering the entirety of human history, this comprehensive resource highlights important developments in everything from religion and science to art and war — giving you an understanding of how the 21st-century world came to be. Begin to connect with the past — label the eras as you meet the Neanderthals, home in on Homer, raise Atlantis, and preserve Pharaohs Find strength in numbers — trace the growth from ancient civilizations to today's global community and discover what makes societies succeed or fail Discover the impact of thought — explore the rise of religion, the roots of philosophy, and the advance of science — and how our feelings and beliefs continually redefined us Know the global consequences of war — ride with the Greeks and the Romans, arm yourself with the cavalry, dig the trenches, and follow the paths humans took to wage modern war Meet the movers and shakers — from great leaders and courageous revolutionaries to ruthless tyrants and unsung heroes Examine significant events of the 21st century — from 9/11 and the Afghanistan and Iraq wars to climate change, Hurricane Katrina, and the economic rise of China, India, and Brazil Open the book and find: A detailed overview of history The development of the world's religions Reviews of essential historical documents, from the Bible to the Bill of Rights The invention of writing and art Scientific developments that revolutionized the world Capsule biographies of people who changed history — and a few who were changed by it Ten unforgettable dates in world history","9780470547526, 0470547529",True,True,14,History,en,http://books.google.com/books/content?id=RWkq_ZhsB20C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2,5,IN,NOT_FOR_SALE,False,,,,,,2009
jVYnCgAAQBAJ,history,Pro Git,,"Scott Chacon, Ben Straub",Apress,"Pro Git (Second Edition) is your fully-updated guide to Git and its usage in the modern world. Git has come a long way since it was first developed by Linus Torvalds for Linux kernel development. It has taken the open source world by storm since its inception in 2005, and this book teaches you how to use it like a pro. Effective and well-implemented version control is a necessity for successful web projects, whether large or small. With this book you’ll learn how to master the world of distributed version workflow, use the distributed features of Git to the full, and extend Git to meet your every need. Written by Git pros Scott Chacon and Ben Straub, Pro Git (Second Edition) builds on the hugely successful first edition, and is now fully updated for Git version 2.0, as well as including an indispensable chapter on GitHub. It’s the best book for all your Git needs.","9781484200766, 1484200764",True,True,441,Computers,en,http://books.google.com/books/content?id=jVYnCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3,4,IN,NOT_FOR_SALE,False,,,,,,2014
YsWAEAAAQBAJ,history,Our Reason for Being,An Exposition of Ecclesiastes on the Meaning of Life,T. F. Leong,Wipf and Stock Publishers,Ecclesiastes is a persuasive speech with a rhetoric so unique that it can be easily misunderstood. It speaks powerfully to believers as well as nonbelievers because it addresses the question of the meaning of life in the most satisfying way. The heart of this book is an expositional commentary that interprets Ecclesiastes as authoritative Scripture. It seeks to recover the rhetoric of the speech in terms of its comprehensive message on the meaning of life as well as its compelling force to get the message across. Preceding the expositional commentary is an introduction to Ecclesiastes that presents a new approach to outlining and reading Ecclesiastes as a coherent speech. It also presents an overview of the “forest”—the overall rhetorical flow of the speech from beginning to end. This is to prevent one from getting lost when immersed in the “trees” of the expositional commentary. Following the expositional commentary are two topical studies to give Ecclesiastes the breadth and depth of coverage it deserves. The first is an interdisciplinary exposition on the meaning of life. The second is an interpretive essay to defend exegetically the interpretation of Ecclesiastes as a coherent speech.,"9781666717068, 1666717061",False,True,267,Religion,en,http://books.google.com/books/content?id=YsWAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,3236.41,INR,3236.41,INR,https://play.google.com/store/books/details?id=YsWAEAAAQBAJ&rdid=book-YsWAEAAAQBAJ&rdot=1&source=gbs_api,2022
SSEPzgEACAAJ,history,"The Cambridge History of the Book in Britain: Volume 7, The Twentieth Century and Beyond",,"Andrew Nash, Claire Squires, I. R. Willison",Cambridge University Press,"The Cambridge History of the Book in Britain is an authoritative series which surveys the history of publishing, bookselling, authorship and reading in Britain. This seventh and final volume surveys the twentieth and twenty-first centuries from a range of perspectives in order to create a comprehensive guide, from growing professionalisation at the beginning of the twentieth century, to the impact of digital technologies at the end. Its multi-authored focus on the material book and its manufacture broadens to a study of the book's authorship and readership, and its production and dissemination via publishing and bookselling. It examines in detail key market sectors over the course of the period, and concludes with a series of essays concentrating on aspects of book history: the book in wartime; class, democracy and value; books and other media; intellectual property and copyright; and imperialism and post-imperialism.","1009010476, 9781009010474",False,False,784,Language Arts & Disciplines,en,http://books.google.com/books/content?id=SSEPzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
ExKnDwAAQBAJ,history,Battles that Changed History,Epic Conflicts Explored and Explained,DK,Dorling Kindersley Ltd,"Discover the stories behind more than 90 of the world's most significant battles in this lavishly illustrated history book. The most important battles ever to take place are brought to life in the most spectacular way. From the brutal battle of Gettysburg to the epic air-sea battle of Midway, find out how fateful decisions led to glorious victories and crushing defeats. Journey through the battlefields of history and follow the key developments of World War I, World War II, the Cold War and more in unprecedented visual detail. Using maps, paintings, artefacts, and photographs, Battles That Changed History is a guided tour of every major conflict in history. Explore the stories behind more than 90 important battles and discover how pivotal moments and tactical decisions have altered the course of history. From medieval clashes and great naval conflicts to the era of high-tech air battles, key campaigns are illustrated and analysed in detail. Learn incredible facts about the weapons, armour, soldiers, and military strategies behind some of the greatest battles ever. This reference book includes profiles of famous military leaders like Alexander the Great, Napoleon, and Rommel. See how kingdoms and empires have been won and lost on the battlefield. Go into the thick of combat at the Great Siege of Malta, the Battle of Stalingrad, and the icy waters of Dunkirk. It is the ultimate guide to the history of military conflict. Relive 3,000 Years of World-Changing Combat This stunning coffee table book from DK Books is a visual treat for history buffs, old and young. It includes a foreword from award-winning writer, TV presenter and historian, Sir Tony Robinson whose TV credits include Time Team, Blackadder,and The Worst Jobs in History. From the ancient world to the nuclear war, each chapter of this military history book brings the key battles of the era to life: - Before 1000CE: Includes Thermopylae and the Battle of Red Cliffs. - 1000 - 1500: Includes the Battle of Agincourt and Fall of Constantinople. - 1500 - 1700: Includes the Battle of Breitenfeld and Siege of Vienna. - 1700 - 1900: Includes the Battle Waterloo and Gettysburg. - 1900 - Present: Includes Dunkirk and Operation Desert Storm.","9780241373590, 024137359X",False,True,258,History,en,http://books.google.com/books/content?id=ExKnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
Acr6GSoBFbYC,history,Historical Sketch of the Missions in India,Under the Care of the Board of Foreign Missions of the Presbyterian Church,Caesar Augustus Rodney Janvier,,,UTEXAS:059171101326960,False,True,382,Missions,en,http://books.google.com/books/content?id=Acr6GSoBFbYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=Acr6GSoBFbYC&rdid=book-Acr6GSoBFbYC&rdot=1&source=gbs_api,1901
0IquM4BrJ4YC,history,India,A History,John Keay,Open Road + Grove/Atlantic,"The British historian and author of Into India delivers “a history that is intelligent, incisive, and eminently readable” (Kirkus Reviews, starred review). Fully revised with forty thousand new words that take the reader up to present-day India, John Keay’s India: A History spans five millennia in a sweeping narrative that tells the story of the peoples of the subcontinent, from their ancient beginnings in the valley of the Indus to the events in the region today. In charting the evolution of the rich tapestry of cultures, religions, and peoples that comprise the modern nations of Pakistan, India, and Bangladesh, Keay weaves together insights from a variety of scholarly fields to create a rich historical narrative. Wide-ranging and authoritative, India: A History is a compelling epic portrait of one of the world’s oldest and most richly diverse civilizations. “Keay’s panoramic vision and multidisciplinary approach serves the function of all great historical writing. It illuminates the present.” —Thrity Umrigar, The Boston Globe","9780802195500, 0802195504",True,True,1074,History,en,http://books.google.com/books/content?id=0IquM4BrJ4YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,1,IN,FOR_SALE,True,560.5,INR,280.25,INR,https://play.google.com/store/books/details?id=0IquM4BrJ4YC&rdid=book-0IquM4BrJ4YC&rdot=1&source=gbs_api,2011
bfh1DwAAQBAJ,history,Aesthetics,,Vasily Sesemann,BRILL,"Preliminary Material -- Aesthetics: Definition and Object -- Difficuties for Aesthetics -- Immediate Aesthetics Perception--the Material Basis of Aesthetics -- The Optimal Starting Point: Nature or Art? -- Three Starting Points for Aesthetics Analysis -- The Essential Properties of Aesthetics Perception -- The Internal Structure of an Aesthetic Object -- The Expressiveness of an Aesthetic Object and its Objective Sense -- Aesthetic Form and Aesthetic Structure -- The Relations of Natural and Artistic Beauty with Respect to Origin -- The Aesthetic Critertion of Natural and Artistic Beauty is the Same -- The Conception of Nature's Beauty in the History of European Culture. The Beauty of Wild Nature -- The Beauty of Organic Forms -- Human Beauty. Its Ideal -- Organic Beauty and the Sexual Instinct -- Beauty and Ugliness. Their Relation in Art -- The Peculiarity of Natural Beauty -- The Relation of Primitive Art to Others Areas of Culture -- Attempts to Derive the Origin of Art form General Psychological Principles. Criticism -- Stimuli for the Emergence of Representational Art -- The Origin of Music -- General Conclusions -- The Artist and the Child (Primitive Man) -- A General Characterization of the Creative Process -- The Creative Process: Three Basic Moments -- Creative Imagination -- The Problem: Formulation and Explication -- Taine's ""Milieu Theory"" and its Critical Appraisal -- The Psychological Theory of ""Numbing"" and its Critique -- The Relation of the Artist's Individual and Creativity to the Cultural Environment -- The Relation of the Development of Art to General Cultural Development -- The Historical Changing of Styles and the Theories Explaining it -- Introduction -- Beauty and Morality -- Art (Beauty) and Truth -- The Aesthetic of the Ancient Greeks -- Rationalist Aesthetics in France and Germany -- The Empiricist Aesthetics of the English -- The Aesthetics of Kant -- Vico -- German Idealist Aesthetics: Schelling, Hegel, Schopenhauer -- The Formalists. Fechner -- Contemporary Aesthetic Theories -- The Problem -- The Relation of the Art Work to the Subject. Optical and Acoustic Impression: Their Difference -- Spatial and Nonspatial Forms of Art -- Objective and Nonobjective Forms of Art -- Representational and Nonrepresentational Art -- Notes -- Index.","9789004357990, 9004357998",False,True,309,Social Science,en,http://books.google.com/books/content?id=bfh1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2007
FWaXEAAAQBAJ,history,Critical Legal Education as a Subversive Activity,,"Helen Gibbon, Ben Golder, Lucas Lixinski, Marina Nehme, Prue Vines",Taylor & Francis,"In an age when everyone aspires to teach critical thinking skills in the classroom, what does it mean to be a subversive law teacher? Who or what might a subversive law teacher seek to subvert – the authority of the law, the university, their own authority as teachers, perhaps? Are law students ripe for subversion, agents of, or impediments to, subversion? Do they learn to ask critical questions? Responding to the provocation in the classic book Teaching as a Subversive Activity, by Postman and Weingartner, the idea that teaching could, or even should, be subversive still holds true today, and its premise is particularly relevant in the context of legal education. We therefore draw on this classic book to discuss, in the present volume, the consideration of research into legal education as lifetime learning, as creating meaning, as transformative and as developing world-changing thinking within the legal context. The volume offers research into classroom experiences and theoretical and historical interrogations of what it means to teach law subversively. Primarily aimed at legal educators and doctoral students in law planning careers as academics, its insights speak directly to tensions in higher education more broadly.","9781000806694, 1000806693",True,True,250,Law,en,http://books.google.com/books/content?id=FWaXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,3138.8,INR,3138.8,INR,https://play.google.com/store/books/details?id=FWaXEAAAQBAJ&rdid=book-FWaXEAAAQBAJ&rdot=1&source=gbs_api,2015
Hs7jfxcIr64C,history,Municipal Government and Land Tenure,,Herbert Baxter Adams,,,WISC:89059836478,False,True,670,Local government,en,http://books.google.com/books/content?id=Hs7jfxcIr64C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=Hs7jfxcIr64C&rdid=book-Hs7jfxcIr64C&rdot=1&source=gbs_api,1886
